No.,Cod.,"Centro de Costo","Punto BI",Agencia,Ubicación,Dirección,"Tiempo de respuesta","Base de Patrullaje","Patrullaje Para Abastecimiento","TIEMPO DE RESPUESTA (MN)","SECTOR OPERATIVO",VALORES
1801,q087,08.2.120,CASETA,"QSA OLMECA ZONA 9 (Q087)",LOCAL,"4 Ave 8-93 Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1802,q088,08.2.243,CASETA,"QSA COCA COLA ESCUINTLA (Q088)",DEPARTAMENTAL,"Km. 59.5 Carretera Al Pacifico",0:10:00,"Agencia Escuintla",N/A,"Sin Cobertura",,EBANO
1803,q089,08.2.382,CASETA,"QSA APROFAM (Q089)",LOCAL,"8A. Calle 0-48,  Zona 1",0:10:00,"Shell 3 av y 9 Calle Zona 1",N/A,"Sin Cobertura",,EBANO
1804,q090,08.2.434,CASETA,"QSA CAPILLAS SEÑORIALES ZONA 9 (Q090)",LOCAL,"5Ta Calle Entre 6A Y 7Ma Avenida  Zona 9",0:10:00,"ZONA 9",N/A,"Sin Cobertura",,EBANO
1805,q091,,CASETA,"QSA Z GAS VILLA NUEVA (Q091)",LOCAL,"Km. 19 Carretera Al Pacifico Villa Nueva",0:10:00,"Base Villa Nueva",N/A,"Sin Cobertura",,EBANO
1806,q092,08.2.524,CASETA,"QSA COMCEL JUTIAPA (Q092)",DEPARTAMENTAL,"5Ta. Calle 1A. Avenida 1-01, ",0:10:00,Jutiapa,N/A,"Sin Cobertura",,EBANO
1807,q093,08.2.496,CASETA,"QSA CAMINO REAL (Q093)",LOCAL,"15 calle 0-65 z.10",0:10:00,,N/A,"Sin Cobertura",,EBANO
1808,q094,08.2.409,CASETA,"QSA REPUESTOS TOTAL (Q094)",LOCAL,"7Ave. 01-70 Zona 9",0:10:00,"Shell la Torre Zona 9",N/A,"Sin Cobertura",,EBANO
1809,q095,08.2.597,CASETA,"QSA TELEFONICA PRADERA CONCEPCIÒN (q095)",LOCAL,"14 Calle "B"" 2-22   Col. San Ignacio "",0:10:00,condado,N/A,"Sin Cobertura",,EBANO
1810,q096,08.2.396,CASETA,"QSA INTUPERSA (Q096)",LOCAL,"9A Av. 3-17  Col. Alvarado Zona 2",0:10:00,"Base Oficinas Centrales",N/A,"Sin Cobertura",,EBANO
1811,q097,08.2.684,CASETA,"QSA SABRITAS JUTIAPA (Q097)",DEPARTAMENTAL,"Kilometro 121, Carretera A Jutiapa Canton San Antonio",0:20:00,"Ébano Jutiapa",N/A,"Sin Cobertura",,EBANO
1812,q098,08.2.350,CASETA,"QSA RAYOVAC ZONA 6 (Q098)",LOCAL,"Col. Santa Isabel, Jocotales Zona 6",0:10:00,"Base B.I. Parroquia",N/A,"Sin Cobertura",,EBANO
1813,q100,08.2.188,CASETA,"QSA HENKEL LA LUZ (Q100)",LOCAL,"Kilometro 18.5 Carretera Vieja A Antigua Guatemala 16-81, ",0:18:00,"Agencia Antigua",N/A,"Sin Cobertura",,EBANO
1814,q102,08.2.441,CASETA,"QSA ALCAZAR ZONA 4 (Q102)",LOCAL,"Ruta 7 2-53 Zona 4",0:10:00,"Base Shell Carmel",N/A,"Sin Cobertura",,EBANO
1815,q103,08.2.087,CASETA,"QSA MALHER (Q103)",LOCAL,"48 Calle 16-74 Zona 12",0:10:00,"Base Shell Santa Elisa",N/A,"Sin Cobertura",,EBANO
1816,q105,08.2.180,CASETA,"QSA SIMAN PROCERES (Q105)",LOCAL,"18 Calle 2-21 Centro Comercial Los Proceres 3Er. Nivel Zona 10",0:10:00,"Base Zona 10",N/A,"Sin Cobertura",,EBANO
1817,q106,08.2.399,CASETA,"QSA PRODUCTOS B&B (Q106)",LOCAL,"7A. Avenida 14-78, Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1818,q107,08.2.400,CASETA,"QSA TEXPASA (Q107)",LOCAL,"13 Avenida 32-55  Col. Santa Fe, Zona 13",0:10:00,"Americas Zona 13",N/A,"Sin Cobertura",,EBANO
1819,q108,08.2.361,CASETA,"QSA LANCASCO ROOSEVELT (Q108)",LOCAL,"Kilometro 15.5 Calzada Roosevelth Zona 7",0:10:00,"Base Oficinas Centrales",N/A,"Sin Cobertura",,EBANO
1820,q109,08.2.541,CASETA,"QSA PAIZ SAN CRISTÓBAL (Q109)",LOCAL,"Boulevar Principal Manzana C Sector B 1 Ciudad San Cristobal Zona 8",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1821,q111,,CASETA,"QSA MUNICIPALIDAD DE PUERTO BARRIOS (Q111)",DEPARTAMENTAL,"7A. Calle 5 Y 6 Av.",0:10:00,"Puerto Barrios",N/A,"Sin Cobertura",,EBANO
1822,q112,08.2.373,CASETA,"QSA MOLINOS HELVETIA (Q112)",LOCAL,"Avenida Petapa 52-13  Zona 12",0:10:00,"Base Shell Santa Elisa",N/A,"Sin Cobertura",,EBANO
1823,q113,08.2.173,CASETA,"QSA PRODUCTOS RENE (Q113)",LOCAL,"Calz. San Juan 34-01  Zona 7",0:10:00,"Base Shell Kaminal",N/A,"Sin Cobertura",,EBANO
1824,q114,,CASETA,"QSA PRENSA LIBRE (Q114)",LOCAL,"13 Calle 9-31 Zona 1",0:10:00,"Base Shell Zona 1",N/A,"Sin Cobertura",,EBANO
1825,q115,,CASETA,"QSA DIFOTO (Q115)",LOCAL,"19 Avenida 2-29  Zona 14",0:10:00,"Base Americas",N/A,"Sin Cobertura",,EBANO
1826,q116,08.2.387,CASETA,"QSA COCA COLA JALAPA (Q116)",DEPARTAMENTAL,"Lotificacion Bosques De Viena Lote No. 45",0:10:00,"Agencia Ebano Jalapa",N/A,"Sin Cobertura",,EBANO
1827,q117,,CASETA,"QSA GRUPO ZOFRACRO (CROPA) (Q117)",LOCAL,"18 Avenida 40-23,   Guatemala Zona 12",0:10:00,"santa elisa",N/A,"Sin Cobertura",,EBANO
1828,q118,08.2.567,CASETA,"QSA SHELL PUERTO SAN JOSE (Q118)",DEPARTAMENTAL,"Km. 113 Carretera A Chulamar Pto.San José",0:10:00,"Ag Ebano Puerto San Jose",N/A,"Sin Cobertura",,EBANO
1829,q119,08.2.181,CASETA,"QSA IDEALSA ZONA 4 (Q119)",LOCAL,"Via 3 6-69 Zona 4",0:10:00,"Base Shell Carmel",N/A,"Sin Cobertura",,EBANO
1830,q122,08.2.351,CASETA,"QSA PAIZ MEGACENTRO (Q122)",LOCAL,"Calzada Roosevelth 29-60  Zona 7",0:10:00,"Base B.I. Calzada Roosevelt",N/A,"Sin Cobertura",,EBANO
1831,q124,08.2.599,CASETA,"QSA PLANTA EL PRADO (Q124)",LOCAL,"Calzada Aguilar Batres 20-02 Zona 11 Mariscal, Guatemala",0:15:00,"San Cristobal",N/A,"Sin Cobertura",,EBANO
1832,q125,08.2.463,CASETA,"QSA TELEFÓNICA PERI ROOSEVELT (Q125)",LOCAL,"C.C. Peri-Roosevelth Calz. Roosevelth 25-50  1Er. Nivel Zona 7",0:10:00,"Base B.I. Calzada Roosevelt",N/A,"Sin Cobertura",,EBANO
1833,q126,08.2.468,CASETA,"QSA TELEFÓNICA QUETZALTENANGO(q126)",DEPARTAMENTAL,"Avenida Las Americas 7A. Calle 7-12 Centro Comercial Pradera Xela Locales 24,25,26",0:10:00,"Agencia Xela",N/A,"Sin Cobertura",,EBANO
1834,q127,08.2.568,CASETA,"QSA AGROCARIBE (Q127)",DEPARTAMENTAL,"Km. 273.5 Carretera Al Atlantico Pto. Barrios",0:25:00,"Puerto Barrios",N/A,"Sin Cobertura",,EBANO
1835,q128,08.2.080,CASETA,"QSA KERNS II (Q128)",LOCAL,"Km. 6.5 Carr. Al Atlantico  Zona 17",0:10:00,Norte,N/A,"Sin Cobertura",,EBANO
1836,q129,08.2.448,CASETA,"QSA FAHONDA DIVISA MATEO (Q129)",LOCAL,"18 Calle 26-59,  Zona 10",0:10:00,"Base Zona 10",N/A,"Sin Cobertura",,EBANO
1837,q130,08.2.679,CASETA,"QSA MEGAPLAST VILLA NUEVA (Q130)",LOCAL,"Kilometro 15.5 Carretera al Pacifico",0:15:00," VILLA NUEVA ",N/A,"Sin Cobertura",,EBANO
1838,q131,,CASETA,"QSA AVON (Q131)",LOCAL,"Calz.Roosevelth 11-08 Zona 2 De Mixco",0:10:00,"Base Oficinas Centrales",N/A,"Sin Cobertura",,EBANO
1839,q132,08.2.114,CASETA,"QSA TELEFONICA ZONA 9 (Q132)",LOCAL,"7 Ave. 3-17  Edificio Buonafina Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1840,q133,,CASETA,"QSA ESTACIÓN UNO EL TEJAR (q133)",DEPARTAMENTAL,"Km 50.5 Carretera Interamericana El Tejar, Chimaltenango",0:20:00,"Ebano Chimaltenango",N/A,"Sin Cobertura",,EBANO
1841,q134,08.2.081,CASETA,"QSA LIBRERÍA IGA ZONA 4 (q134)",LOCAL,"9A. Avenida 0-31, Zona 4",0:10:00,"Shell Carmel Zona 4",N/A,"Sin Cobertura",,EBANO
1842,q137,08.2.569,CASETA,"QSA PAIZ PRADERA CHIQUIMULA (Q137)",DEPARTAMENTAL,"Ca-10 Km 167.5 Ruta Hacia Esquipulas, ",0:10:00,chiquimula,N/A,"Sin Cobertura",,EBANO
1843,q140,08.2.178,CASETA,"QSA IVESA (Q140)",LOCAL,"Calzada Roosevelt Km. 14 Zona 2",0:10:00,"Base Oficinas Centrales",N/A,"Sin Cobertura",,EBANO
1844,q142,08.2.705,CASETA,"QSA FAHONDA TORRE KATANA (Q142)",LOCAL,"18 Calle Blv. Los Próceres 24-7 Zona 10",0:10:00,"Base Zona 10",N/A,"Sin Cobertura",,EBANO
1845,q143,08.2.419,CASETA,"QSA CENTRAL MOTRIZ LAS CHARCAS (Q143)",LOCAL,"7A Ave 34-43  Zona 11",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1846,q144,08.2.189,CASETA,"QSA PAIZ PRADERA ZONA 10 (Q144)",LOCAL,"20 Calle 25-85  C.C. Pradera Zona 10",0:10:00,"Americas Zona 13",N/A,"Sin Cobertura",,EBANO
1847,q145,08.2.407,CASETA,"QSA CENTRAL MOTRIZ LIBERACIÓN PANAMOTOR (Q145)",LOCAL,"18 calle 26-59 zona 10 ",0:10:00,"Americas Zona 13",N/A,"Sin Cobertura",,EBANO
1848,q146,,CASETA,"QSA CENTRAL MOTRIZ ZONA 11 (Q146)",LOCAL,"Calzada Aguilar Batres 27-20  Zona 11",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1849,q147,08.2.447,CASETA,"QSA CENTRAL MOTRIZ ROOSEVELT I (Q147)",LOCAL,"Calz. Roosevelth 5-86  Zona 3",0:10:00,"Base Oficinas Centrales",N/A,"Sin Cobertura",,EBANO
1850,q148,08.2.440,CASETA,"QSA OLMECA FRAIJANES (Q148)",LOCAL,"Km. 16.5 Carretera Al Salvador",0:10:00,"Base Shell Condado",N/A,"Sin Cobertura",,EBANO
1851,q149,08.2.572,CASETA,"QSA Z GAS HUEHUETENANGO  (Q149)",DEPARTAMENTAL,"Sector 4 Cambote ",0:10:00,"Agencia Huehue",N/A,"Sin Cobertura",,EBANO
1852,q151,08.2.360,CASETA,"QSA SPECTRUM (Q151)",LOCAL,"Diagonal 6 10-01, Centro Comercial Las Margaritas Torre Ii Sexto Nivel Oficina 602",0:10:00,"Base Zona 10",N/A,"Sin Cobertura",,EBANO
1853,q152,08.2.185,CASETA,"QSA COBIGUA ENTRE RIOS (Q152)",DEPARTAMENTAL,"Km. 292 Finca Chinuc Aldea Entre Rios",0:25:00,"Puerto Barrios",N/A,"Sin Cobertura",,EBANO
1854,q153,08.2.573,CASETA,"QSA INTECAP ZACAPA (Q153)",DEPARTAMENTAL,"Calzada Del Instituto Adolfo V Hall De Oriente Zacapa",0:10:00,Zacapa,N/A,"Sin Cobertura",,EBANO
1855,q154,08.2.352,CASETA,"QSA PAIZ AMERICAS (Q154)",LOCAL,"11 Calle 15-01 Centro Comercial Gala Zona 10",0:10:00,"Base Americas",N/A,"Sin Cobertura",,EBANO
1856,q155,,CASETA,"QSA CENTRAL MOTRIZ LAS CHARCAS ANEXO (Q155)",LOCAL,"7 Ave 34-43 Zona 11",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1857,q157,08.2.664,CASETA,"QSA INTECAP SAN MARCOS (q157)",DEPARTAMENTAL,"Km 252 Aldea Caxaque, Salida A Zona Costera San Marcos",0:15:00,"San Marcos",N/A,"Sin Cobertura",,EBANO
1858,q158,08.2.526,CASETA,"QSA PAIZ VISTA HERMOSA (Q158)",LOCAL,"1Ra Calle 18-83 Centro Comercial Vista Hermosa Ii Zona 15",0:10:00,"BI Zona 15",N/A,"Sin Cobertura",,EBANO
1859,q159,08.2.527,CASETA,"QSA COMCEL TRINIDAD REU (q159)",DEPARTAMENTAL,"Plaza Trinidad Local 55 Retalhuleu",0:10:00,"Ag Ebano Retalhuleu",N/A,"Sin Cobertura",,EBANO
1860,q160,,CASETA,"QSA ALERTA MEDICA (q160)",LOCAL,"6ta avenida 10-34 zona 9 Alerta Medica a un costado de Funerales Reforma",0:15:00,"Zona 9",N/A,"Sin Cobertura",,EBANO
1861,q161,08.2.528,CASETA,"QSA COMCEL PRADERA CONCEPCION (q161)",LOCAL,"Km 15.5 Carretera A El Salvador  Segundo Nivel",0:10:00,"Base Shell Condado",N/A,"Sin Cobertura",,EBANO
1862,q162,08.2.354,CASETA,"QSA SABRITAS ATLANTICO (Q162)",LOCAL,"Km 9.1 Carretera Al Atlantico Interior Bodega No. 1  Zona 17",0:10:00,"Base Shell Norte",N/A,"Sin Cobertura",,EBANO
1863,q163,08.2.543,CASETA,"QSA PAIZ ASUNCIÒN (Q163)",LOCAL,"Diagonal 14 20-55 Colonia Arrivillaga Zona 5",0:10:00,"Shell Carmel Zona 4",N/A,"Sin Cobertura",,EBANO
1864,q164,08.2.544,CASETA,"QSA PAIZ PETAPA (Q164)",LOCAL,"Avenida Petapa 35 Calle Zona 12",0:10:00,"Base Shell Santa Elisa",N/A,"Sin Cobertura",,EBANO
1865,q165,08.2.575,CASETA,"QSA PAIZ MONSERRAT (Q165)",LOCAL,"Calzada San Juan Diagonal 25 Centro Comercial Montserrat 2Do. Nivel Zona 7",0:10:00,"Shell Rodeo",N/A,"Sin Cobertura",,EBANO
1866,q166,,CASETA,"QSA PAIZ SAN SEBASTIAN (Q166)",LOCAL,"Kilometro 14.1 Carretera Al Salvador Local Centro Comercial Paseo San Sebastian",0:10:00,"Shell Condado",N/A,"Sin Cobertura",,EBANO
1867,q167,08.2.529,CASETA,"QSA COMCEL HUEHUETENANGO (q167)",DEPARTAMENTAL,"9Na. Ave. 6-132  Interior Super Tienda Paiz",0:10:00,"Ag Ebano Huehuetenango",N/A,"Sin Cobertura",,EBANO
1868,q168,,CASETA,"QSA GRUPO UMA 6AV. ZONA 4 (Q168)",LOCAL,"7a. Avenida 4-87 Zona 4, Edificio Castañeda, Guatemala.",0:10:00,"Zona 4",N/A,"Sin Cobertura",,EBANO
1869,q169,08.2.578,CASETA,"QSA MAXI BODEGA 18 CALLE (Q169)",LOCAL,"18 Calle 6-85 Zona 1",0:10:00,"Texaco 24 Calle Zona 1",N/A,"Sin Cobertura",,EBANO
1870,q170,08.2.701,CASETA,"QSA CAPILLAS SEÑORIALES QUETZALTENANGO(q170)",DEPARTAMENTAL,"Diagonal 4-29 Zona 1, Quetzaltenango",0:10:00,QUETZALTENANGO,N/A,"Sin Cobertura",,EBANO
1871,q171,08.2.580,CASETA,"QSA PAIZ MAZATENANGO (Q171)",DEPARTAMENTAL,"Km. 158 Carretera A Mazatenango Centro",0:15:00,"Ag Ebano Mazatenango",N/A,"Sin Cobertura",,EBANO
1872,q172,08.2.356,CASETA,"QSA INGENIO LA UNION (Q172)",DEPARTAMENTAL,"Finca Belen Km. 96 Carretera Al Cerro Colorado Santa Lucia Cotzumalguapa ",0:25:00,"Agencia Santa Lucia",N/A,"Sin Cobertura",,EBANO
1873,q173,,CASETA,"QSA VAS LINDA VISTA (Q173)",LOCAL,"Lote A, Residenciales Parque Naciones Unidas ",0:15:00,Amatitlan,N/A,"Sin Cobertura",,EBANO
1874,q175,08.2.582,CASETA,"QSA PAIZ HUEHUETENANGO (Q175)",DEPARTAMENTAL,"9Na. Avenida 6-13 Zona 1 Centro Comercial El Triangulo",0:10:00,"Ag Ebano Huehuetenango",N/A,"Sin Cobertura",,EBANO
1875,q176,,CASETA,"QSA FAHONDA NUEVA CONCEPCIÓN ESCUINTLA  (Q176)",DEPARTAMENTAL,"Calle Guatemala Av. Centro América Lote 350, Nueva Concepción Escuintla Guatemala.",0:20:00,"Ebano Tiquisate ",N/A,"Sin Cobertura",,EBANO
1876,q177,08.2.409,CASETA,"QSA REPUESTOS TOTAL SUCURSAL (Q177)",LOCAL,"1Ra. Calle 6-16  Zona 9",0:10:00,"Shell la Torre Zona 9",N/A,"Sin Cobertura",,EBANO
1877,q178,08.2.530,CASETA,"QSA COMCEL OAKLAND MALL (q178)",LOCAL,"Diagonal 6 Centro Comercial Oakland Mall 2Do. Nivel Local 215  Zona 10",0:15:00,"Zona 10",N/A,"Sin Cobertura",,EBANO
1878,q180,08.2.195,CASETA,"QSA INTECAP ZONA 5 (Q180)",LOCAL,"Calle Estadio Mateo Flores 7-51  Zona 5",0:10:00,"Base Texaco 24 Calle",N/A,"Sin Cobertura",,EBANO
1879,q181,,CASETA,"QSA VAS MAYAN GOLF (Q181)",LOCAL,"16 Av. 1-55 Lote C, El Zarzal",0:15:00,"Villa Nueva ",N/A,"Sin Cobertura",,EBANO
1880,q183,08.2.439,CASETA,"QSA AUTOGALERIA BMW z. 9 (Q183)",LOCAL,"18 Calle Boulevard Los Proceres 26-71, Zona 10",0:10:00,,N/A,"Sin Cobertura",,EBANO
1881,q184,08.2.388,CASETA,"QSA COCA COLA GUASTATOYA (Q184)",DEPARTAMENTAL,"3Ra. Avenida 4-00 Barrio El Calvario Guastatoya ",0:10:00,"Agencia El Progreso",N/A,"Sin Cobertura",,EBANO
1882,q185,08.2.242,CASETA,"QSA COCA COLA REU (Q185)",DEPARTAMENTAL,"Km. 178 San Sebastian Retalhuleu ",0:15:00,"Agencia Retalhuleu",N/A,"Sin Cobertura",,EBANO
1883,q186,08.2.435,CASETA,"QSA SIDEGUA (Q186)",DEPARTAMENTAL,"Kilometro 65.5 Carretera A Masagua Escuintla",0:15:00,Escuintla,N/A,"Sin Cobertura",,EBANO
1884,q187,08.2.240,CASETA,"QSA Z GAS CHIMALTENANGO (Q187)",DEPARTAMENTAL,"Km. 52.5 Carretera Antigua A El Tejar Chimaltenango",0:10:00,"Agencia Chimaltgo.",N/A,"Sin Cobertura",,EBANO
1885,q188,08.2.250,CASETA,"QSA Z GAS SALCAJÁ (Q188)",DEPARTAMENTAL,"Km. 193.5 Salcaja Quetzaltenango",0:20:00,"Agencia Xela",N/A,"Sin Cobertura",,EBANO
1886,q189,08.2.252,CASETA,"QSA Z GAS RETALHULEU (Q189)",DEPARTAMENTAL,"Km. 179 Canton Ocosito San Sebastian Retalhuleu",0:15:00,"Ag Ebano Retalhuleu",N/A,"Sin Cobertura",,EBANO
1887,q191,08.2.358,CASETA,"QSA INTECAP ZONA 7 (Q191)",LOCAL,"14 Calle 31-30  Ciudad De Plata Ii Zona 7",0:10:00,"Base Shell Kaminal",N/A,"Sin Cobertura",,EBANO
1888,q192,08.2.241,CASETA,"QSA KORAMSA (Q192)",LOCAL,"37 Avenida 2-77  Colonia El Rodeo Zona 7",0:10:00,"Base B.I. Calzada Roosevelt",N/A,"Sin Cobertura",,EBANO
1889,q193,08.2.357,CASETA,"QSA INTECAP SANTA LUCIA (Q193)",DEPARTAMENTAL,"Km. 93 Carretera Ca-2 A Mazatenango",0:10:00,"Ag Ebano Santa Lucia",N/A,"Sin Cobertura",,EBANO
1890,q194,08.2.362,CASETA,"QSA INTECAP ESCUINTLA (Q194)",DEPARTAMENTAL,"4Ta. Calle 16 Avenida Colonia Unapu ",0:10:00,"Agencia Escuintla",N/A,"Sin Cobertura",,EBANO
1891,q195,,CASETA,"QSA TALLER FAHONDA ZONA 4 (q195)",LOCAL,"Vía 8, 5-34, Calle Mariscal Cruz Zona 4",0:10:00,"Shell Carmel Zona 4",N/A,"Sin Cobertura",,EBANO
1892,q197,08.2.391,CASETA,"QSA SIGMA ALIMENTOS (Q197)",LOCAL,"24 Av. 35-81 Zona 12, A la par de la Shell.",0:10:00,"Base Shell Santa Elisa",N/A,"Sin Cobertura",,EBANO
1893,q198,08.2.392,CASETA,"QSA CENTRAL MOTRIZ C. AL SLV. (Q198)",LOCAL,"Km. 15.5 Carretera Al Salvador Condado Concepcion",0:10:00,"Shell Condado",N/A,"Sin Cobertura",,EBANO
1894,q200,08.2.457,CASETA,"QSA TELEFONICA ATANAZIO TZUL (q200)",LOCAL,"Avenida Petapa 51-57  C.C. Atanazio Tzul Local 141-142 Zona 12",0:10:00,"Shell Santa Elisa Zona 12",N/A,"Sin Cobertura",,EBANO
1895,q201,08.2.600,CASETA,"QSA PUMA EL ROBLE (Q201)",LOCAL,"7 Av. 6-24 Local 6-52 Zona 9",0:10:00,"zona 9",N/A,"Sin Cobertura",,EBANO
1896,q202,08.2.367,CASETA,"QSA INTECAP COBÁN (Q202)",DEPARTAMENTAL,"Diagonal 1, 5-54  Coban Alta Verapaz",0:10:00,"Agencia Coban",N/A,"Sin Cobertura",,EBANO
1897,q203,08.2.368,CASETA,"QSA INTECAP CHIQUIMULA (Q203)",DEPARTAMENTAL,"6A. Calle Final  Chiquimula",0:10:00,"Agencia Chiquimula",N/A,"Sin Cobertura",,EBANO
1898,q204,,CASETA,"QSA MCDONALDS EL TESORO (Q204)",LOCAL,"12 Avenida 1-96 zona 2 Mixco Colonia Alvarado Edif",0:25:00,,N/A,"Sin Cobertura",,EBANO
1899,q205,08.2.531,CASETA,"QSA COMCEL PRADERA CHIQUIMULA (q205)",DEPARTAMENTAL,"7Ma Avenida 4-73 ",0:10:00,chiquimula,N/A,"Sin Cobertura",,EBANO
1900,q206,08.2.371,CASETA,"QSA INTECAP ZONA 21 (Q206)",LOCAL,"34 Ave.  11 Calle Final, Col. Justo Rufino Barrios Zona 21",0:10:00,"Shell Santa Elisa Zona 12",N/A,"Sin Cobertura",,EBANO
1901,q207,,CASETA,"QSA REPUESTOS TIVOLI (Q207)",LOCAL,"10A. Calle 0-80,  Zona 9",0:10:00,"Shell la Torre Zona 9",N/A,"Sin Cobertura",,EBANO
1902,q208,08.2.452,CASETA,"QSA CENTRAL MOTRIZ QUETZALTENANGO (Q208)",DEPARTAMENTAL,"09A Calle 24B - 85 Zona 7 Quetzaltenango",0:10:00,"Ag Ebano Xela",N/A,"Sin Cobertura",,EBANO
1903,q209,08.2.410,CASETA,"QSA TALLER BMW PRADERA  (Q209)",LOCAL,"18 Calle 26-51,  Zona 10",0:10:00,"Base Zona  10",N/A,"Sin Cobertura",,EBANO
1904,q211,08.2.587,CASETA,"QSA PAIZ EL NARANJO (Q211)",LOCAL,"Boulevard El Naranjo 9-20 Zona 4",0:10:00,"Base Shell Kaminal",N/A,"Sin Cobertura",,EBANO
1905,q213,,CASETA,"QSA TIGO EXPRESS MINUTO (q213)",LOCAL,"Centro Comercial Minuto, 2Da. Avenida 8-27 Zona 1, Local No. 5",0:15:00,"Zona 1 ",N/A,"Sin Cobertura",,EBANO
1906,q214,08.2.532,CASETA,"QSA COMCEL SAN MARCOS (q214)",DEPARTAMENTAL,"7A. Avenida 1-17, San Pedro Sacatepequez ",0:10:00,"Ag Ebano Xela",N/A,"Sin Cobertura",,EBANO
1907,q215,08.2.413,CASETA,"QSA CADISA ZONA 9 (Q215)",LOCAL,"7A. Avenida 7-74  Zona 9",0:10:00,"Shell la Torre Zona 9",N/A,"Sin Cobertura",,EBANO
1908,q216,08.2.381,CASETA,"QSA UNO EL MOTORISTA (q216)",LOCAL,"46 Calle 21-55,  Zona 12",0:10:00,"Base Shell Aguilar Batres",N/A,"Sin Cobertura",,EBANO
1909,q217,08.2.588,CASETA,"QSA SIMAN OAKLAND MALL (Q217)",LOCAL,"Diagonal 6 13-01  Zona 10",0:10:00,"Zona 10",N/A,"Sin Cobertura",,EBANO
1910,q218,,CASETA,"QSA CENTRAL MOTRIZ PETEN (q218)",DEPARTAMENTAL,"Centro Comercial Metroplaza Mundo Maya, Santa Elena zona 0, Flores Petén, Local Freestanding 302A.",0:15:00,Peten,N/A,"Sin Cobertura",,EBANO
1911,q219,08.2.533,CASETA,"QSA COMCEL QUICHE (q219)",DEPARTAMENTAL,"5Ta. Calle 2-16,  Plaza Santander, Santa Cruz ",0:10:00,"Ag Ebano Huehuetenango",N/A,"Sin Cobertura",,EBANO
1912,q221,08.2.380,CASETA,"QSA INGENIO PALO GORDO (Q221)",DEPARTAMENTAL,"Planta Industrial Km. 142.5 San Antonio Suchitepequez",0:40:00,Mazatenango,N/A,"Sin Cobertura",,EBANO
1913,q222,08.2.389,CASETA,"QSA COCA COLA CHIQUIMULILLA  (Q222)",DEPARTAMENTAL,"Km. 113.5 Carretera A Guazacapan, Aldea Poza De Agua Chiquimulilla,",0:15:00,"Agencia Chiquimililla",N/A,"Sin Cobertura",,EBANO
1914,q223,08.2.390,CASETA,"QSA COCA COLA JUTIAPA  (Q223)",DEPARTAMENTAL,"Km. 119 Carretera Al Salvador, Jutiapa",0:15:00,"Agencia Jutiapa",N/A,"Sin Cobertura",,EBANO
1915,q224,08.2.534,CASETA,"QSA COMCEL ZACAPA (q224)",DEPARTAMENTAL,"3Ra. Calle 10-34,  Plaza Lee Garden Locales 1,2,Y 3.",0:10:00,Zacapa,N/A,"Sin Cobertura",,EBANO
1916,q225,08.2.535,CASETA,"QSA COMCEL PROGRESO (q225)",DEPARTAMENTAL,"Barrio La Democracia, Guastatoya  El Progreso",0:10:00,"El Progreso",N/A,"Sin Cobertura",,EBANO
1917,q226,08.2.601,CASETA,"QSA TELEFONICA MIRAFLORES (q226)",LOCAL,"21 Avenida 4-32, Fase Iii Centro Comercial Miraflores Local 290 Zona 11",0:12:00,Roosvelth,N/A,"Sin Cobertura",,EBANO
1918,q229,,CASETA,"QSA ABOGADOS Y NOTARIOS NOVALES (Q229)",LOCAL,"10A. Calle 7-70,  Zona 9",0:10:00,"Base Zona 9",N/A,"Sin Cobertura",,EBANO
1919,q232,08.2.427,CASETA,"QSA PAIZ ALTOS DE SAN CRISTOBAL (Q232)",LOCAL,"5Ta. Avenida, 3-05 Sector A-3, San Cristobal Zona 8",0:15:00,"AGUILAR BAT",N/A,"Sin Cobertura",,EBANO
1920,q233,08.2.471,CASETA,"QSA TELEFONICA METROCENTRO (q233)",LOCAL,"0 Calle 16-20 Centro Comercial Metrocentro, Local 270 Villa Nueva",0:10:00,"Villa Nueva",N/A,"Sin Cobertura",,EBANO
1921,q234,08.2.659,CASETA,"QSA LICEO GUATEMALA (Q234)",LOCAL,"10 A. Av. 33-03, Zona 5.        ",0:15:00,Bolívar,N/A,"Sin Cobertura",,EBANO
1922,q235,08.2.536,CASETA,"QSA COMCEL HUEHUETENANGO II (q235)",DEPARTAMENTAL,"Esquina 6Ta. Calle 6Ta. Avenida Agencia Tigo Edificio Montcel ",0:10:00,Huehuetenango,N/A,"Sin Cobertura",,EBANO
1923,q236,08.2.472,CASETA,"QSA CADISA TVS (Q236)",LOCAL,"6TA. AVE. 3-51, ZONA 9, GUATEMALA, GUATEMALA",0:10:00,"ZONA 9",N/A,"Sin Cobertura",,EBANO
